# data_set 	 label 	 phase_radius	 phase_conc 	 phase_inner	 phase_outer 	 min_kymo 	 max_kymo	 min_phase 	 max_phase
2019-05-10-1-g	0	0.00013087303191560454	0.4371272702441694	0.4116866064036435	0.008691431300031457	42.344	-3.318	58.46	132.246
2019-05-10-2-g	0	0.00024521106984327364	-0.2614996805081191	-0.2806418183460934	-1.1219068705036905	-43.45	-0.79	-54.826	8.216
2019-05-10-2-g	1	0.00020136816808755638	0.12580742165100606	0.120240946417784	-1.3837559998520155	-29.704	0.9480000000000001	-67.46600000000001	-2.37
2019-05-16-g	0	-0.00013238990780259927	0.11066940340528815	0.2609154103984686	0.2647296313969295	5.372	-27.808000000000003	-54.352	-382.044
2019-06-20-2-g	0	2.3604254790864425e-05	1.0852887209147946	-1.8630704523759811	-0.531804583453162	-91.026	-32.604	-97.812	-26.208
2019-05-16-g	0	2.5122342218214966e-05	0.11019560414739743	0.2609271773517729	0.26585857177775823	36.81400000000001	95.59	-54.352	-382.044
2019-05-16-g	0	-0.00013238990780259927	0.11066940340528815	0.2609154103984686	0.2647296313969295	5.372	-27.808000000000003	-54.352	-382.044
2019-06-20-2-g	0	-0.004224260718532806	-1.1723228616672636	-1.1998086956699894	-1.6883279123658061	-91.10400000000001	-33.384	-101.4	-159.58800000000002
